N,arena_r,interac_r,pi1,pi2,q1,q2,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ
35,20,6,0.3,0.3,7,10,0.2,0.154469097,0.3276637983,0.5178671047,0.0625024173,0.0890829138,0.0951330417,-0.137460492,0.2587515714
35,20,6,0.3,0.3,7,10,0.25,0.1522363695,0.3224972328,0.5252663977,0.062337494,0.0915292666,0.0974950222,-0.119728068,0.2664761746
35,20,6,0.3,0.3,7,10,0.3,0.1503482701,0.3165554326,0.5330962974,0.062173757,0.0927109415,0.0992929933,-0.1000145678,0.2709576636
35,20,6,0.3,0.3,7,10,0.35,0.1482890706,0.3072171957,0.5444937337,0.0623192042,0.095445332,0.1027501421,-0.0699406577,0.2802931985
35,20,6,0.3,0.3,7,10,0.4,0.1471246474,0.3014914843,0.5513838683,0.0624710874,0.098181193,0.1059646661,-0.0515991002,0.2893398311
35,20,6,0.3,0.3,7,10,0.45,0.1456025994,0.2937716999,0.5606257007,0.0625864275,0.0999877095,0.1081209421,-0.0269176991,0.2953329389
35,20,6,0.3,0.3,7,10,0.5,0.1437277823,0.2846434106,0.5716288071,0.0622956265,0.1026283139,0.1109990536,0.0023419859,0.3039676043
35,20,6,0.3,0.3,7,10,0.55,0.1424775235,0.2773569465,0.58016553,0.0622519345,0.1053668356,0.1141609164,0.0254516371,0.3129865141
35,20,6,0.3,0.3,7,10,0.6,0.1416860071,0.2654664905,0.5928475024,0.0622988899,0.1097613653,0.1190803976,0.0619145214,0.3272055375
35,20,6,0.3,0.3,7,10,0.65,0.1410641625,0.2513248831,0.6076109544,0.062611014,0.1100005164,0.1204006327,0.1049611883,0.3290126754
35,20,6,0.3,0.3,7,10,0.7,0.1412931053,0.2384516728,0.6202552219,0.0628840631,0.1128475641,0.1231448608,0.1433518763,0.3376278955
35,20,6,0.3,0.3,7,10,0.75,0.1431080801,0.2245458635,0.6323460563,0.0634814046,0.1155837441,0.1266388586,0.1832543293,0.346713189
35,20,6,0.3,0.3,7,10,0.8,0.142099618,0.2004821652,0.6574182169,0.0631306796,0.1183610001,0.1305615709,0.2564538865,0.3566846844
35,20,6,0.3,0.3,7,10,0.85,0.1418679616,0.1765480059,0.6815840326,0.0637477589,0.1170700964,0.1308658379,0.3284880209,0.3542350827
35,20,6,0.3,0.3,7,10,0.9,0.1463788339,0.1450100332,0.7086111329,0.0653386528,0.1154268759,0.1306478574,0.4185910665,0.3501549526
35,20,6,0.3,0.3,7,10,0.95,0.155814475,0.0987953012,0.7453902239,0.0684896164,0.1028334326,0.1218752755,0.5477996215,0.314049968
35,20,7,0.3,0.3,7,8,0.0,0.182075624,0.3819200914,0.4360042846,0.0651749842,0.0820133548,0.0839150861,-0.3278358982,0.2301886403
35,20,7,0.3,0.3,7,8,0.05,0.1791336452,0.3806785446,0.4401878102,0.0651946483,0.0841505051,0.0858140207,-0.3211692791,0.2368106821
35,20,7,0.3,0.3,7,8,0.1,0.1766101332,0.3809030599,0.4424868069,0.0652272592,0.0873268025,0.0893691198,-0.319319313,0.2474007896
35,20,7,0.3,0.3,7,8,0.15,0.1743245617,0.3802797872,0.4453956511,0.0654364768,0.0893658785,0.0915514786,-0.3151639233,0.2539659743
35,20,7,0.3,0.3,7,8,0.2,0.1721728139,0.3784728104,0.4493543757,0.0652863143,0.0918524767,0.0940414106,-0.307591245,0.261969502
35,20,7,0.3,0.3,7,8,0.25,0.1701146142,0.3769153426,0.4529700432,0.0654079464,0.0951095064,0.0975988972,-0.300860642,0.2725713567
35,20,7,0.3,0.3,7,8,0.3,0.1672387617,0.3748417181,0.4579195201,0.0651894501,0.0985794183,0.1013339846,-0.2917639162,0.2839257135
35,20,7,0.3,0.3,7,8,0.35,0.1657904095,0.3742415825,0.459968008,0.0654808324,0.1009346287,0.1039453009,-0.2885151569,0.291487896
35,20,7,0.3,0.3,7,8,0.4,0.1641512479,0.3697269968,0.4661217553,0.0654817956,0.1058592073,0.1092739982,-0.2733322384,0.3073820416
35,20,7,0.3,0.3,7,8,0.45,0.1628022994,0.3658391117,0.4713585889,0.0655167357,0.1091116369,0.1124377553,-0.2603196344,0.3174491408
35,20,7,0.3,0.3,7,8,0.5,0.1612899632,0.3647480987,0.4739619381,0.065655868,0.1138507134,0.1173094776,-0.2555342593,0.3323177158
35,20,7,0.3,0.3,7,8,0.55,0.1590282429,0.3576501589,0.4833215982,0.0656967997,0.1165210646,0.1204796701,-0.2319787196,0.3411405351
35,20,7,0.3,0.3,7,8,0.6,0.157123005,0.3524690256,0.4904079694,0.0656338188,0.1221063433,0.1264435322,-0.2145300818,0.358898396
35,20,7,0.3,0.3,7,8,0.65,0.1564024708,0.3445665726,0.4990309565,0.0657689594,0.129032461,0.1335798081,-0.1901021887,0.3804942041
35,20,7,0.3,0.3,7,8,0.7,0.1555168351,0.3392731817,0.5052099832,0.0658787614,0.1350280318,0.1399486926,-0.1733363802,0.3993398346
35,20,7,0.3,0.3,7,8,0.75,0.1531467133,0.3278521798,0.5190011069,0.0663106404,0.1438178675,0.149161306,-0.1367032528,0.4266785178
35,20,7,0.3,0.3,7,8,0.8,0.1523854751,0.312129539,0.5354849859,0.066559127,0.1523621601,0.1585514724,-0.0887740922,0.4536968595
35,20,7,0.3,0.3,7,8,0.85,0.1510228157,0.2945237976,0.5544533867,0.0666093699,0.1623630695,0.1692914708,-0.0345942086,0.4850523558
35,20,7,0.3,0.3,7,8,0.9,0.1536191666,0.2667913022,0.5795895312,0.0672760533,0.1772392427,0.1844971623,0.0460069268,0.5306109394
35,20,7,0.3,0.3,7,8,0.95,0.1538102617,0.2177378513,0.628451887,0.0684882085,0.1951130526,0.2041600664,0.1929761845,0.5865810674
35,20,7,0.3,0.3,7,10,0.0,0.1638945978,0.3443587675,0.4917466348,0.0624767078,0.0802807996,0.0842707599,-0.1969709001,0.2284032521
35,20,7,0.3,0.3,7,10,0.05,0.160894205,0.3407523833,0.4983534116,0.0624451763,0.0823159258,0.0870941192,-0.183151355,0.2358237192
35,20,7,0.3,0.3,7,10,0.1,0.1586626201,0.335986432,0.505350948,0.062438466,0.0849852832,0.0899349048,-0.1666219159,0.2445459617
35,20,7,0.3,0.3,7,10,0.15,0.1561661013,0.3325772843,0.5112566144,0.0625590656,0.0871192745,0.0923197731,-0.1538979541,0.2515554732
35,20,7,0.3,0.3,7,10,0.2,0.1528687828,0.326066769,0.5210644482,0.0621911764,0.0891403035,0.0952273478,-0.1310690899,0.2591239486
35,20,7,0.3,0.3,7,10,0.25,0.15042268,0.3203117792,0.5292655408,0.0619876878,0.0915948068,0.0980522468,-0.1113580176,0.2673863015
35,20,7,0.3,0.3,7,10,0.3,0.1483920448,0.3138158318,0.5377921234,0.0620935554,0.0938172951,0.1005515366,-0.0898395401,0.2746465445
35,20,7,0.3,0.3,7,10,0.35,0.1458214018,0.3099358018,0.5442427964,0.062061976,0.0968835425,0.1043222809,-0.0756288071,0.2850693985
35,20,7,0.3,0.3,7,10,0.4,0.144181526,0.3002043775,0.5556140965,0.0618217012,0.0991838063,0.1068307976,-0.0447946585,0.2926075478
35,20,7,0.3,0.3,7,10,0.45,0.1416848645,0.2903389867,0.5679761488,0.0616493851,0.1018736712,0.1099908541,-0.0127018245,0.3015993036
35,20,7,0.3,0.3,7,10,0.5,0.1395988146,0.2810348841,0.5793663013,0.0613683953,0.104913371,0.1136436294,0.017296533,0.3118547035
35,20,7,0.3,0.3,7,10,0.55,0.137641304,0.2697901239,0.5925685721,0.0616416366,0.1073934633,0.1165313564,0.0529883243,0.3199053362
35,20,7,0.3,0.3,7,10,0.6,0.1350253865,0.2574317849,0.6075428286,0.0612665277,0.1096260889,0.119185336,0.0926792588,0.3274378328
35,20,7,0.3,0.3,7,10,0.65,0.1331875603,0.2459597958,0.620852644,0.0610718587,0.1142792769,0.1244540018,0.1289330525,0.3425862967
35,20,7,0.3,0.3,7,10,0.7,0.1312236227,0.2274574214,0.641318956,0.0609404942,0.1149750673,0.1257721586,0.1864041133,0.3454620335
35,20,7,0.3,0.3,7,10,0.75,0.1287402435,0.2072296212,0.6640301353,0.0609515019,0.1153104217,0.1271315351,0.249570893,0.3476148308
35,20,7,0.3,0.3,7,10,0.8,0.1299809333,0.1898608205,0.6801582462,0.0611584272,0.1193296378,0.1314590737,0.3004366051,0.3602792424
35,20,7,0.3,0.3,7,10,0.85,0.1247071089,0.1551562109,0.7201366801,0.0604482306,0.1153036981,0.1289486082,0.4098242582,0.3497783732
35,20,7,0.3,0.3,7,10,0.9,0.1235206913,0.1149011319,0.7615781769,0.0601079881,0.1061853515,0.1213363328,0.5317759132,0.3234092604
35,20,7,0.3,0.3,7,10,0.95,0.1207455279,0.0756779377,0.8035765344,0.0600336995,0.0930610279,0.1113070112,0.6522206591,0.2862198309
35,20,8,0.3,0.3,7,8,0.0,0.1821383226,0.3828520013,0.4350096762,0.0651644289,0.0822399311,0.0838670995,-0.3306943264,0.2306267616
35,20,8,0.3,0.3,7,8,0.05,0.1793871532,0.3816337344,0.4389791124,0.0652891519,0.084066668,0.0858745956,-0.3242883565,0.2366457686
35,20,8,0.3,0.3,7,8,0.1,0.1763373442,0.3800262791,0.4436363766,0.0650450974,0.0868344447,0.0887548609,-0.3164161817,0.2457882652
35,20,8,0.3,0.3,7,8,0.15,0.174453101,0.3792574713,0.4462894276,0.0653988475,0.0892092322,0.0916155998,-0.3122255151,0.253724178
35,20,8,0.3,0.3,7,8,0.2,0.1719965723,0.377118149,0.4508852787,0.0652399415,0.0925557162,0.0951374448,-0.3033510194,0.2646512118
35,20,8,0.3,0.3,7,8,0.25,0.1693352376,0.3761511051,0.4545136573,0.0649687083,0.0953282183,0.0976216615,-0.2977885529,0.2732634545
35,20,8,0.3,0.3,7,8,0.3,0.1669883958,0.3740514871,0.4589601171,0.0651066299,0.0986628319,0.1013572277,-0.2891428571,0.2841623526
35,20,8,0.3,0.3,7,8,0.35,0.1648714964,0.3697968365,0.4653316671,0.0654149842,0.1029169619,0.1061310533,-0.2742620059,0.2979673931
35,20,8,0.3,0.3,7,8,0.4,0.1628197236,0.3681235405,0.4690567358,0.065207503,0.1060912728,0.1093795693,-0.2671903453,0.3080905429
35,20,8,0.3,0.3,7,8,0.45,0.1599174492,0.3667167494,0.4733658014,0.0651605198,0.1110678914,0.1146390229,-0.2600676974,0.3239614006
35,20,8,0.3,0.3,7,8,0.5,0.158209162,0.3629524048,0.4788384332,0.0652735187,0.1152555252,0.1189708628,-0.2470663763,0.3371111843
35,20,8,0.3,0.3,7,8,0.55,0.1557774842,0.3593465919,0.4848759239,0.0652999507,0.1208519385,0.1250401097,-0.23381726,0.3549761488
35,20,8,0.3,0.3,7,8,0.6,0.1540463456,0.3513188846,0.4946347699,0.0649495371,0.126153932,0.1307655152,-0.2080029993,0.3719554578
35,20,8,0.3,0.3,7,8,0.65,0.1519378727,0.3457741279,0.5022879994,0.0648059614,0.131897506,0.1365199553,-0.1892602564,0.3897373241
35,20,8,0.3,0.3,7,8,0.7,0.1502154461,0.3352647552,0.5145197986,0.0651005711,0.1394876905,0.1447539243,-0.1560097119,0.4136735693
35,20,8,0.3,0.3,7,8,0.75,0.1500054986,0.3246992538,0.5252952476,0.0651379302,0.1478550465,0.1534896284,-0.1241032599,0.4397248991
35,20,8,0.3,0.3,7,8,0.8,0.1468164387,0.305766844,0.5474167172,0.0651419956,0.1586102622,0.1652449729,-0.0641169708,0.4736813651
35,20,8,0.3,0.3,7,8,0.85,0.1456100261,0.2900734816,0.5643164923,0.0648672777,0.1687679078,0.17580834,-0.015830471,0.5051790079
35,20,8,0.3,0.3,7,8,0.9,0.1435166923,0.2468387189,0.6096445889,0.0649792049,0.1788477449,0.1867626394,0.1159671511,0.5367637762
35,20,8,0.3,0.3,7,8,0.95,0.1428397186,0.1876532295,0.6695070518,0.0649846847,0.1933975949,0.2023696484,0.2942005927,0.5820912159
35,20,8,0.3,0.3,7,10,0.0,0.1637552041,0.3440686971,0.4921760988,0.0626197947,0.0801156345,0.0847537005,-0.1959612954,0.2285129783
35,20,8,0.3,0.3,7,10,0.05,0.1611517121,0.3410694469,0.497778841,0.0624788958,0.0823104836,0.0869068201,-0.1843600528,0.2355870446
35,20,8,0.3,0.3,7,10,0.1,0.1577232835,0.3345196558,0.5077570607,0.0623584034,0.0846282921,0.0897131417,-0.1612822509,0.2435978026
35,20,8,0.3,0.3,7,10,0.15,0.1556319492,0.3315144071,0.5128536437,0.062364133,0.0870506738,0.0929025775,-0.1501751705,0.252152762
35,20,8,0.3,0.3,7,10,0.2,0.1524360339,0.3247825187,0.5227814475,0.0621107333,0.0894080492,0.0951702734,-0.1267835898,0.2596525603
35,20,8,0.3,0.3,7,10,0.25,0.1499325169,0.3202357982,0.5298316849,0.0618899418,0.0924466864,0.0987294437,-0.1106399115,0.269926135
35,20,8,0.3,0.3,7,10,0.3,0.1471122219,0.3133153854,0.5395723926,0.0615810639,0.0943679255,0.1010184839,-0.0870583783,0.2765168704
35,20,8,0.3,0.3,7,10,0.35,0.1452398329,0.307323312,0.5474368551,0.0616274889,0.0972391224,0.1041997516,-0.067209769,0.2858488263
35,20,8,0.3,0.3,7,10,0.4,0.1419278038,0.2991145071,0.5589576891,0.061553603,0.098836786,0.1065852832,-0.039271325,0.2917461864
35,20,8,0.3,0.3,7,10,0.45,0.1396823651,0.288848645,0.5714689899,0.0612925029,0.1019612913,0.110404932,-0.0062283001,0.302375321
35,20,8,0.3,0.3,7,10,0.5,0.1369680437,0.2787284607,0.5843034956,0.0609039966,0.1060153854,0.1147034666,0.0268465741,0.3154166036
35,20,8,0.3,0.3,7,10,0.55,0.1345399364,0.2675648231,0.5978952405,0.0608234671,0.1087516867,0.1181250586,0.0627655943,0.3246893534
35,20,8,0.3,0.3,7,10,0.6,0.1317900525,0.2531167208,0.6150932267,0.0606360363,0.110417184,0.1202033941,0.1088597851,0.3303707571
35,20,8,0.3,0.3,7,10,0.65,0.1293168137,0.2364114686,0.6342717178,0.0602183183,0.1123686285,0.123176095,0.1614487807,0.3376756009
35,20,8,0.3,0.3,7,10,0.7,0.1268502874,0.2212652551,0.6518844575,0.0600331135,0.1146365983,0.1258504096,0.2093539472,0.3451902742
35,20,8,0.3,0.3,7,10,0.75,0.1241876674,0.2016343057,0.6741780269,0.0597263343,0.1180097102,0.1299830617,0.2709094155,0.356524991
35,20,8,0.3,0.3,7,10,0.8,0.1224932338,0.1709701146,0.7065366516,0.059461745,0.1142353317,0.127180201,0.3645964223,0.3460509766
35,20,8,0.3,0.3,7,10,0.85,0.1178902417,0.1395428286,0.7425669297,0.0584797382,0.1112889141,0.1250072034,0.4634812725,0.3381596923
35,20,8,0.3,0.3,7,10,0.9,0.1159631521,0.1101380369,0.773898811,0.0585017642,0.1086017017,0.1238283117,0.5536227372,0.3315439898
35,20,8,0.3,0.3,7,10,0.95,0.1129440497,0.060339915,0.8267160353,0.0577523419,0.0845594641,0.1028555437,0.7060362052,0.2607085354
35,20,9,0.3,0.3,7,8,0.0,0.1817115721,0.38107416,0.4372142679,0.0652016592,0.0819262246,0.0837031714,-0.3249340522,0.2297554954
35,20,9,0.3,0.3,7,8,0.05,0.1791049381,0.3820084979,0.4388865641,0.0651128907,0.0843011565,0.0860721392,-0.3251304317,0.2374573063
35,20,9,0.3,0.3,7,8,0.1,0.1767202485,0.3798710322,0.4434087192,0.0653094231,0.0873164604,0.0895807111,-0.3163333452,0.247565053
35,20,9,0.3,0.3,7,8,0.15,0.1736064555,0.379593673,0.4467998715,0.0651435058,0.0898385784,0.0918804441,-0.3123874746,0.2554692083
35,20,9,0.3,0.3,7,8,0.2,0.1716679402,0.3774670618,0.450864998,0.0650608724,0.0927694336,0.095306753,-0.3040691256,0.2653701268
35,20,9,0.3,0.3,7,8,0.25,0.168850216,0.3794674189,0.4516823651,0.065216229,0.0961577584,0.0984472176,-0.3072524726,0.2757664554
35,20,9,0.3,0.3,7,8,0.3,0.1662100189,0.3752680401,0.4585219409,0.0650868087,0.099220049,0.102288489,-0.2920141393,0.2863283576
35,20,9,0.3,0.3,7,8,0.35,0.1638683186,0.3716775092,0.4644541722,0.0651150389,0.1029097713,0.1056147207,-0.2789008462,0.2975331867
35,20,9,0.3,0.3,7,8,0.4,0.1613569465,0.370085193,0.4685578605,0.0649631632,0.107187953,0.1104548978,-0.2716125254,0.3116022653
35,20,9,0.3,0.3,7,8,0.45,0.1594174314,0.3660352055,0.4745473632,0.0650009683,0.1096306676,0.1131183069,-0.2575230478,0.3194531296
35,20,9,0.3,0.3,7,8,0.5,0.1567709501,0.3623639804,0.4808650694,0.0646567877,0.115227138,0.1191111884,-0.2438628914,0.3374391578
35,20,9,0.3,0.3,7,8,0.55,0.1548460028,0.355452137,0.4897018602,0.0647993601,0.1200945986,0.1243728412,-0.2212024137,0.3529081644
35,20,9,0.3,0.3,7,8,0.6,0.1528525012,0.3515518263,0.4955956725,0.0648030739,0.1271530605,0.1315136589,-0.2075079801,0.3748280344
35,20,9,0.3,0.3,7,8,0.65,0.1504750955,0.3445869961,0.5049379084,0.0643581058,0.1354930864,0.1402582204,-0.1842360838,0.4011027702
35,20,9,0.3,0.3,7,8,0.7,0.1481770986,0.3302674331,0.5215554683,0.0643659669,0.1400664851,0.1453900168,-0.138979398,0.4157409493
35,20,9,0.3,0.3,7,8,0.75,0.1459977863,0.3244738815,0.5295283322,0.0643413486,0.1493309718,0.1549829075,-0.1194194309,0.4444973807
35,20,9,0.3,0.3,7,8,0.8,0.1441021173,0.3041369658,0.5517609169,0.0641613088,0.1606255643,0.1670463101,-0.0565130146,0.4798786238
35,20,9,0.3,0.3,7,8,0.85,0.1412801085,0.2801349663,0.5785849252,0.063909769,0.1703880603,0.1774341873,0.0183149927,0.5103648714
35,20,9,0.3,0.3,7,8,0.9,0.1395571107,0.2378792445,0.6225636448,0.0639337307,0.1852137087,0.1934669442,0.1468051559,0.5567207909
35,20,9,0.3,0.3,7,8,0.95,0.1361538187,0.174127611,0.6897185704,0.063312821,0.1960136133,0.2058063216,0.3414633484,0.5912526694
35,20,9,0.3,0.3,7,10,0.0,0.1640561288,0.344582283,0.4913615882,0.0625940021,0.0802849739,0.0843442356,-0.1978029778,0.2284291887
35,20,9,0.3,0.3,7,10,0.05,0.1608549291,0.340118399,0.4990266719,0.0624577163,0.0823459734,0.0872234838,-0.181210126,0.2360233712
35,20,9,0.3,0.3,7,10,0.1,0.1581600314,0.3365284393,0.5053115293,0.0622883128,0.0847000777,0.0895504775,-0.1677453494,0.2436038078
35,20,9,0.3,0.3,7,10,0.15,0.1549641161,0.330494662,0.5145412218,0.0621174949,0.0867102033,0.0922199699,-0.1464481023,0.250815387
35,20,9,0.3,0.3,7,10,0.2,0.1525067305,0.3237092156,0.523784054,0.0620244719,0.0894182844,0.0957904161,-0.1236343771,0.2603980005
35,20,9,0.3,0.3,7,10,0.25,0.1495570393,0.3195865319,0.5308564288,0.06177427,0.0919352349,0.0982155926,-0.1083166351,0.2683641397
35,20,9,0.3,0.3,7,10,0.3,0.146901846,0.3142037348,0.5388944193,0.0617602099,0.0953620673,0.1020520048,-0.0895130503,0.2796045981
35,20,9,0.3,0.3,7,10,0.35,0.1439117364,0.3035771057,0.5525111579,0.0612979777,0.0976103707,0.1045061925,-0.0546430535,0.2870826632
35,20,9,0.3,0.3,7,10,0.4,0.1414019352,0.2978351127,0.5607629521,0.0612280592,0.0997123001,0.1075166226,-0.0349072732,0.2946811474
35,20,9,0.3,0.3,7,10,0.45,0.1386360553,0.2861019031,0.5752620416,0.0611168108,0.1040771244,0.1123763758,0.0030582354,0.3088804095
35,20,9,0.3,0.3,7,10,0.5,0.1357055022,0.2785080873,0.5857864105,0.0608113712,0.1060669997,0.1150189146,0.028770236,0.3159007076
35,20,9,0.3,0.3,7,10,0.55,0.1331007248,0.2654943407,0.6014049345,0.060683173,0.1082753214,0.1178268003,0.0704162531,0.3234591797
35,20,9,0.3,0.3,7,10,0.6,0.1298629628,0.2481566751,0.6219803621,0.059952824,0.1106786421,0.1202943783,0.1256670118,0.3312432658
35,20,9,0.3,0.3,7,10,0.65,0.1269718285,0.2321012604,0.6409269111,0.0596775458,0.1126242932,0.1232878904,0.1767243903,0.3385000463
35,20,9,0.3,0.3,7,10,0.7,0.124431892,0.2098341129,0.6657339951,0.0595071697,0.1122509654,0.1237435748,0.2460657693,0.3383147734
35,20,9,0.3,0.3,7,10,0.75,0.1212218374,0.1874804156,0.691297747,0.0588591871,0.1128168198,0.1249760065,0.3163369158,0.3410190725
35,20,9,0.3,0.3,7,10,0.8,0.1180222087,0.1646525511,0.7173252401,0.0584127333,0.113632549,0.1264291833,0.3880201378,0.3443879462
35,20,9,0.3,0.3,7,10,0.85,0.1166893991,0.1328170814,0.7504935195,0.0584128558,0.1087476537,0.123020033,0.4848593566,0.3309591745
35,20,9,0.3,0.3,7,10,0.9,0.1120594137,0.0940350627,0.7939055236,0.0572686648,0.0980099274,0.1140315984,0.6058353983,0.3001431185
35,20,9,0.3,0.3,7,10,0.95,0.1083941872,0.0532471168,0.838358696,0.0564872918,0.0810552683,0.0994790369,0.7318644625,0.2504522852
35,20,10,0.3,0.3,7,8,0.0,0.1820861927,0.3819128075,0.4360009997,0.0654692392,0.0823150753,0.0841586734,-0.3278246153,0.2309333975
35,20,10,0.3,0.3,7,8,0.05,0.1793327382,0.3807131074,0.4399541543,0.0653108525,0.0849899551,0.0866256234,-0.3214720606,0.2394174926
35,20,10,0.3,0.3,7,8,0.1,0.176155961,0.3815291891,0.4423148499,0.0651548017,0.086725642,0.0889365736,-0.3207435284,0.2456966991
35,20,10,0.3,0.3,7,8,0.15,0.1738685329,0.3791796337,0.4469518335,0.0651447717,0.0898763598,0.0924704905,-0.3114074339,0.2561859726
35,20,10,0.3,0.3,7,8,0.2,0.1709516907,0.3782601492,0.4507881601,0.0650783473,0.093165559,0.0958635301,-0.3057321384,0.2667920444
35,20,10,0.3,0.3,7,8,0.25,0.1684984468,0.3764924483,0.4550091049,0.065037161,0.0961615467,0.0989430807,-0.2979757918,0.2763906536
35,20,10,0.3,0.3,7,8,0.3,0.1660896205,0.3761179705,0.457792409,0.0648081445,0.099796793,0.1028681832,-0.294443532,0.288273824
35,20,10,0.3,0.3,7,8,0.35,0.1634915557,0.3714190024,0.4650894419,0.0649069987,0.1035184026,0.1064720807,-0.2777485629,0.2997989876
35,20,10,0.3,0.3,7,8,0.4,0.1611077231,0.3686388403,0.4702534366,0.0648001923,0.1074355775,0.1111351739,-0.2670242439,0.3129047311
35,20,10,0.3,0.3,7,8,0.45,0.1589064163,0.366249152,0.4748444317,0.0647772735,0.1123171206,0.1159771836,-0.2576538722,0.3281017289
35,20,10,0.3,0.3,7,8,0.5,0.1563049238,0.3606138465,0.4830812297,0.0644609652,0.1166885627,0.1204954347,-0.2381464634,0.3419712581
35,20,10,0.3,0.3,7,8,0.55,0.154359553,0.3536594423,0.4919810047,0.0646020295,0.1210531564,0.1254781166,-0.2153378798,0.3561048003
35,20,10,0.3,0.3,7,8,0.6,0.1520177099,0.3488266505,0.4991556397,0.064383657,0.1283932502,0.1328636028,-0.1984976613,0.3789151099
35,20,10,0.3,0.3,7,8,0.65,0.149274967,0.3401211126,0.5106039204,0.0644308848,0.1352107159,0.1401881726,-0.1696383047,0.4004336644
35,20,10,0.3,0.3,7,8,0.7,0.1472714678,0.3305549327,0.5221735995,0.0639367126,0.1435734014,0.1489723751,-0.1389362659,0.4267111773
35,20,10,0.3,0.3,7,8,0.75,0.144936623,0.317541329,0.5375220481,0.0639154441,0.1511238543,0.1568801742,-0.0975606098,0.4502158539
35,20,10,0.3,0.3,7,8,0.8,0.1420006427,0.2973780841,0.5606212733,0.0638741534,0.1609988744,0.1671827726,-0.0341348948,0.4808474278
35,20,10,0.3,0.3,7,8,0.85,0.1400459885,0.2763720498,0.5835819617,0.0634020591,0.1749529491,0.1820228165,0.030837862,0.5244125106
35,20,10,0.3,0.3,7,8,0.9,0.1381681722,0.2380954761,0.6237363516,0.0633306617,0.1938418108,0.2019160848,0.1475453994,0.5828693302
35,20,10,0.3,0.3,7,8,0.95,0.1345445067,0.1608305067,0.7046249866,0.0629236264,0.1862012558,0.1963573684,0.3829639733,0.5619389013
35,20,10,0.3,0.3,7,10,0.0,0.1640554147,0.3452512586,0.4906933267,0.0626333792,0.0803034902,0.0845670049,-0.1998091906,0.2286935893
35,20,10,0.3,0.3,7,10,0.05,0.1607151069,0.3407308173,0.4985540758,0.0622729266,0.0822087951,0.086803758,-0.1829075588,0.2353689836
35,20,10,0.3,0.3,7,10,0.1,0.1581137573,0.3354604206,0.5064258221,0.0623094219,0.0840642973,0.0890148418,-0.1644950191,0.2416750599
35,20,10,0.3,0.3,7,10,0.15,0.1551176492,0.3307857321,0.5140966187,0.062216813,0.0870089658,0.0926781384,-0.1474748456,0.2518912646
35,20,10,0.3,0.3,7,10,0.2,0.1523140643,0.3258435391,0.5218423965,0.0620393754,0.0896038706,0.095820278,-0.1298446817,0.2608063086
35,20,10,0.3,0.3,7,10,0.25,0.1490594494,0.3195973864,0.5313431642,0.0617014753,0.0923014815,0.0988503572,-0.1078516085,0.2698470236
35,20,10,0.3,0.3,7,10,0.3,0.1466159175,0.3109802549,0.5424038276,0.0614549563,0.0947529233,0.1012205129,-0.0795566823,0.2775825143
35,20,10,0.3,0.3,7,10,0.35,0.1439508694,0.3056115971,0.5504375335,0.0615431112,0.097634463,0.1054028954,-0.0607856607,0.28800891
35,20,10,0.3,0.3,7,10,0.4,0.1408727818,0.2963397722,0.562787446,0.0611133529,0.0999449955,0.107840135,-0.0298920984,0.2955550932
35,20,10,0.3,0.3,7,10,0.45,0.1381160424,0.2836316635,0.5782522941,0.0606093717,0.1023073002,0.1109978587,0.010988967,0.3039988225
35,20,10,0.3,0.3,7,10,0.5,0.1350999393,0.2722455101,0.5926545506,0.0604254979,0.1049029272,0.113803757,0.0481635305,0.3123766134
35,20,10,0.3,0.3,7,10,0.55,0.132416753,0.2598558932,0.6077273539,0.0603960222,0.1086033372,0.1180377061,0.0880155675,0.3244556213
35,20,10,0.3,0.3,7,10,0.6,0.1291127218,0.2422695755,0.6286177027,0.0600038152,0.1107856203,0.1209185241,0.1440785518,0.3321199704
35,20,10,0.3,0.3,7,10,0.65,0.1268625701,0.2303701218,0.6427673082,0.0596588558,0.1144538905,0.1251944204,0.1820270647,0.3442393482
35,20,10,0.3,0.3,7,10,0.7,0.1235729639,0.2081619595,0.6682650766,0.0591856014,0.1150563267,0.1266048688,0.2519411576,0.3471429928
35,20,10,0.3,0.3,7,10,0.75,0.1207255329,0.1859977863,0.6932766808,0.058670862,0.1140359109,0.126122142,0.3212811083,0.3447622047
35,20,10,0.3,0.3,7,10,0.8,0.1173932231,0.1572532581,0.7253535188,0.0580938307,0.1119219893,0.1249656345,0.4108470025,0.3394976188
35,20,10,0.3,0.3,7,10,0.85,0.1136845789,0.1242787874,0.7620366337,0.0571924105,0.1063668246,0.1205339422,0.5134790588,0.3239240008
35,20,10,0.3,0.3,7,10,0.9,0.1095574678,0.0928010854,0.7976414468,0.056361181,0.0994433621,0.1148144796,0.6120392759,0.3041838627
35,20,10,0.3,0.3,7,10,0.95,0.1066878995,0.0491062949,0.8442058057,0.0557992281,0.0763570368,0.0948757173,0.745993216,0.2361344529
35,20,11,0.3,0.3,7,8,0.0,0.1819635091,0.3821099011,0.4359265898,0.0651983641,0.0818934596,0.0838869152,-0.3282932124,0.229888283
35,20,11,0.3,0.3,7,8,0.05,0.1790669476,0.3827544542,0.4381785982,0.065227744,0.0846583683,0.0865970045,-0.3273303103,0.2387258728
